Lat,Long
41.7008897,-71.1545745
40.7790733,-73.9813177
39.9541252,-75.1644099
26.1227709,-80.1408521
27.2021773,-80.2592473
33.7493526,-84.3887233
37.2756121,-76.7416781
28.8359731,-82.3302243
33.5972736,-83.4695091
35.3737225,-83.2281327
